nombre_canonico,num_variantes_fusionadas,variantes,num_documentos_total,ids_documentos
proceso del 23-F,1,proceso del 23-F,1,1742
El Teniente General Jefe Del Eme,1,El Teniente General Jefe Del Eme,1,1741
El Jefe De La Casa De S. M. El REY,1,El Jefe De La Casa De S. M. El REY,1,1741
Excmo. Sr.,1,Excmo. Sr.,1,1741
Casa De S.m. El REY,1,Casa De S.m. El REY,1,1741
Estado Mayor Del Ejercito,1,Estado Mayor Del Ejercito,1,1741
Reglamento De Establecimientos Penitenciarios (institución/regulación),1,Reglamento De Establecimientos Penitenciarios (institución/regulación),1,1741
Reales Ordenanzas Para Las Fuerzas Armadas,1,Reales Ordenanzas Para Las Fuerzas Armadas,2,1740; 1741
Servicio Del Derecho De Petición,1,Servicio Del Derecho De Petición,1,1741
ESTADO MAYOR DEL EJERCITO,1,ESTADO MAYOR DEL EJERCITO,1,1741
TENIENTE GENERAL JEFE,1,TENIENTE GENERAL JEFE,1,1741
mcm.,1,mcm.,1,1741
N/Ref.ª Núm.,1,N/Ref.ª Núm.,1,1741
00 119-CS,1,00 119-CS,1,1741
Casa de S.M. el Rey,1,Casa de S.M. el Rey,1,1741
Jefe de su Casa,1,Jefe de su Casa,1,1741
punto 3,1,punto 3,1,1741
Teniente General Excmo. Sr. D. JAIME MILANS DEL BOSCH Y USSIA,1,Teniente General Excmo. Sr. D. JAIME MILANS DEL BOSCH Y USSIA,1,1741
expediente,1,expediente,1,1741
Código De Justicia Militar,1,Código De Justicia Militar,2,1719; 1740
RELATORIA DE EJERCITO,1,RELATORIA DE EJERCITO,5,1726; 1727; 1728; 1731; 1740
26 de Marzo de 1.981,1,26 de Marzo de 1.981,1,1740
Excmo. Sr. Teniente General D. JAIME MILANS DEL BOSCH Y USSIA,1,Excmo. Sr. Teniente General D. JAIME MILANS DEL BOSCH Y USSIA,1,1740
S.M. - el Rey,1,S.M. - el Rey,1,1740
artículo 201 de las Reales Ordenanzas para las Fuerzas Armadas,1,artículo 201 de las Reales Ordenanzas para las Fuerzas Armadas,1,1740
Consejero Togado Juez Especial,1,Consejero Togado Juez Especial,7,1726; 1727; 1728; 1729; 1730; 1731; 1740
Real Decreto 287/1.981,1,Real Decreto 287/1.981,3,1726; 1727; 1740
artículo 1.007 del Código de Justicia Militar,1,artículo 1.007 del Código de Justicia Militar,1,1740
Excmo. Sr. Ministro de Defensa,1,Excmo. Sr. Ministro de Defensa,1,1740
V. E.,1,V. E.,1,1739
Teniente Coronel,1,Teniente Coronel,1,1739
Capgemed,1,Capgemed,1,1739
Minisdef,1,Minisdef,2,1716; 1739
Ajema,1,Ajema,1,1739
Retm/capgemed,1,Retm/capgemed,1,1739
Retj/minisdef,1,Retj/minisdef,1,1739
Familiares Directos,1,Familiares Directos,1,1739
Prisión Naval Cartagena,1,Prisión Naval Cartagena,1,1739
No Hay Menciones De Lugares En El Texto Proporcionado.,1,No Hay Menciones De Lugares En El Texto Proporcionado.,2,1716; 1739
PP RETMCZA,1,PP RETMCZA,1,1739
RETJAXZ,1,RETJAXZ,1,1739
ZNR,1,ZNR,1,1739
P 061955Z OCT 82,1,P 061955Z OCT 82,1,1739
AJEMA,1,AJEMA,1,1739
RETJ/MINISDEF,1,RETJ/MINISDEF,1,1739
RETJ/CJEHE,1,RETJ/CJEHE,1,1739
RETM/CAPGEMED,1,RETM/CAPGEMED,1,1739
TENIENTE CORONEL,1,TENIENTE CORONEL,1,1739
PRISION NAVAL CARTAGENA,1,PRISION NAVAL CARTAGENA,1,1739
El Almirante Sefo Del Estado Mayor De La Armada Saturnino Suanzes,1,El Almirante Sefo Del Estado Mayor De La Armada Saturnino Suanzes,1,1738
Excmo. Sr. D. Narciso Serra Serra,1,Excmo. Sr. D. Narciso Serra Serra,1,1738
Capitán General De La Zona Marítima Del Mediterráneo,1,Capitán General De La Zona Marítima Del Mediterráneo,1,1738
Capitán General De La Tercera Región Militar,1,Capitán General De La Tercera Región Militar,1,1738
Excmo. Sr. Capitán General De La Zona Marítima Del Mediterráneo,1,Excmo. Sr. Capitán General De La Zona Marítima Del Mediterráneo,1,1738
Sala De Justicia Del Consejo Supremo De Justicia Militar,1,Sala De Justicia Del Consejo Supremo De Justicia Militar,1,1738
Museo Naval,1,Museo Naval,1,1738
Tercera Región Militar,1,Tercera Región Militar,1,1738
Prisión Naval De Cartagena,1,Prisión Naval De Cartagena,1,1738
Estado Mayor De La Armada,1,Estado Mayor De La Armada,2,1733; 1738
Capitanía General De La Zona Marítima Del Mediterráneo,1,Capitanía General De La Zona Marítima Del Mediterráneo,1,1738
Zona Marítima Del Mediterráneo,1,Zona Marítima Del Mediterráneo,1,1738
PERSONAL Y URGENTE,1,PERSONAL Y URGENTE,1,1738
"Madrid, 18 de febrero de 1.983",1,"Madrid, 18 de febrero de 1.983",1,1738
Almirante,1,Almirante,1,1738
Jefe del Estado Mayor de la Armada,1,Jefe del Estado Mayor de la Armada,1,1738
85/393,1,85/393,1,1738
Saturnino Suanzes,1,Saturnino Suanzes,1,1738
Artículo 28,1,Artículo 28,1,1738
José Barcina Rodríguez,1,José Barcina Rodríguez,1,1737
Justo Carrero Ramos,1,Justo Carrero Ramos,1,1737
Domicilio (de Los Arrestados),1,Domicilio (de Los Arrestados),1,1737
PRESIDENTE en Funciones,1,PRESIDENTE en Funciones,1,1737
Consejo Reunido en Sala de Justicia,1,Consejo Reunido en Sala de Justicia,6,1726; 1727; 1728; 1729; 1730; 1737
General Consejero Togado DON JOSE BARCINA RODRIGUEZ,1,General Consejero Togado DON JOSE BARCINA RODRIGUEZ,1,1737
General Consejero Togado de la Armada DON JUSTO CARRERO RAMOS,1,General Consejero Togado de la Armada DON JUSTO CARRERO RAMOS,1,1737
correctivo,1,correctivo,1,1737
OCHO DIAS de arresto en su domicilio,1,OCHO DIAS de arresto en su domicilio,1,1737
CATORCE DIAS DE ARRESTOS en su domicilio,1,CATORCE DIAS DE ARRESTOS en su domicilio,1,1737
faltas leves,1,faltas leves,1,1737
artículo 443 del Código de Justicia Militar,1,artículo 443 del Código de Justicia Militar,1,1737
El General Jefe Del Gabinete,1,El General Jefe Del Gabinete,1,1736
Excmo. Sr. Presidente Del Gobierno,1,Excmo. Sr. Presidente Del Gobierno,1,1736
Sr. Jefe Del Servicio De Recursos,1,Sr. Jefe Del Servicio De Recursos,1,1736
Asesor General Del Departamento,1,Asesor General Del Departamento,1,1736
Don Juan Corujo Y Lopez-villamil,1,Don Juan Corujo Y Lopez-villamil,1,1736
Don Jose Cid Fortea,1,Don Jose Cid Fortea,1,1736
Gabinete Del Ministro,1,Gabinete Del Ministro,3,1732; 1733; 1736
Presidencia Del Gobierno,1,Presidencia Del Gobierno,1,1736
Departamento (del Ministerio De Defensa),1,Departamento (del Ministerio De Defensa),1,1736
Secretaria De Estado - Presidencia Del Gobierno,1,Secretaria De Estado - Presidencia Del Gobierno,1,1736
Plaza,1,Plaza,8,1718; 1725; 1726; 1727; 1728; 1730; 1731; 1736
MINISTERIO DE DEFENSA,1,MINISTERIO DE DEFENSA,7,1703; 1709; 1713; 1714; 1732; 1733; 1736
GABINETE DEL MINISTRO,1,GABINETE DEL MINISTRO,3,1732; 1733; 1736
PRESIDENCIA DEL GOBIERNO,1,PRESIDENCIA DEL GOBIERNO,1,1736
2R 1201/81,1,2R 1201/81,1,1736
22 JUL 81,1,22 JUL 81,1,1736
4 SET. 1981,1,4 SET. 1981,1,1736
N/Ref.ª Núm. 89-S-FC 2522,1,N/Ref.ª Núm. 89-S-FC 2522,1,1736
DON JOSE CID FORTEA,1,DON JOSE CID FORTEA,1,1736
Sr. Ministro de Defensa,1,Sr. Ministro de Defensa,2,1735; 1736
Abogados De Los Procesados En La Causa 2/81,1,Abogados De Los Procesados En La Causa 2/81,1,1735
Toda Persona Acusada De Un Delito,1,Toda Persona Acusada De Un Delito,1,1735
Gabinete,1,Gabinete,3,1726; 1730; 1735
Junta Jefes Estado Mayor,1,Junta Jefes Estado Mayor,1,1735
Subsecretaría,1,Subsecretaría,1,1735
Cuartel Gral. Ejército Tierra,1,Cuartel Gral. Ejército Tierra,1,1735
Asesoría General,1,Asesoría General,1,1735
Cuartel Gral. Ejército Armada,1,Cuartel Gral. Ejército Armada,1,1735
Cuartel Gral. Ejército Aire,1,Cuartel Gral. Ejército Aire,1,1735
MINISTRO DE DEFENSA,1,MINISTRO DE DEFENSA,1,1735
GABINETE,1,GABINETE,1,1735
N.º 235/87.S/FC,1,N.º 235/87.S/FC,1,1735
Escrito de los abogados de los procesados,1,Escrito de los abogados de los procesados,1,1735
S. I. G. C. 312.° Comandancia Guardia Civil Alicante,1,S. I. G. C. 312.° Comandancia Guardia Civil Alicante,1,1734
Sigc. 2° Sección De E.m. De La Guardia Civil. Madrid,1,Sigc. 2° Sección De E.m. De La Guardia Civil. Madrid,1,1734
Sigc. 3° Zona De La Guardia Civil,1,Sigc. 3° Zona De La Guardia Civil,1,1734
Sigc. 312. Tercio De La Guardia Civil,1,Sigc. 312. Tercio De La Guardia Civil,1,1734
S.i.g.c.-611ª Comandancia Valiadolid,1,S.i.g.c.-611ª Comandancia Valiadolid,1,1734
2ª Sección E.n. (sigc) Madrid,1,2ª Sección E.n. (sigc) Madrid,1,1734
Gobernador Civil De La Provincia,1,Gobernador Civil De La Provincia,1,1734
Direccion General De La Guardia Civil,1,Direccion General De La Guardia Civil,4,1700; 1712; 1717; 1734
2° Sección De E.m. De La Guardia Civil. Madrid,1,2° Sección De E.m. De La Guardia Civil. Madrid,1,1734
C. De Mandancia De Malaga,1,C. De Mandancia De Malaga,1,1734
"Sigc., 2° Sección De E.m. De La Guardia Civil. Madrid",1,"Sigc., 2° Sección De E.m. De La Guardia Civil. Madrid",1,1734
"Sigc., 3° Zona De La Guardia Civil ... Valle",1,"Sigc., 3° Zona De La Guardia Civil ... Valle",1,1734
"Sigc., 312. Tercio De La Guardia Civil ... Valle",1,"Sigc., 312. Tercio De La Guardia Civil ... Valle",1,1734
Imprenta-escuela H. Guardia Civil,1,Imprenta-escuela H. Guardia Civil,1,1734
DIRECCION GENERAL DE LA GUARDIA CIVIL,1,DIRECCION GENERAL DE LA GUARDIA CIVIL,3,1700; 1717; 1734
CONFIDENCIA NÚMERO 517,1,CONFIDENCIA NÚMERO 517,1,1734
S. I. G. C. 312.° COMANDANCIA GUARDIA CIVIL ALICANTE,1,S. I. G. C. 312.° COMANDANCIA GUARDIA CIVIL ALICANTE,1,1734
SIGC. 2° Sección de E.M. de la Guardia Civil,1,SIGC. 2° Sección de E.M. de la Guardia Civil,1,1734
Fecha: 10 de Octubre de 1977,1,Fecha: 10 de Octubre de 1977,1,1734
"Agencia ""Cifra""",1,"Agencia ""Cifra""",1,1734
Primer Jefe de la C. de mandancia de Malaga,1,Primer Jefe de la C. de mandancia de Malaga,1,1734
Cuerpo General,1,Cuerpo General,1,1734
Presión (en prensa),1,Presión (en prensa),1,1734
"El General Jefe Del Gabinete, Manuel Alonso Aguilar",1,"El General Jefe Del Gabinete, Manuel Alonso Aguilar",1,1733
Excmo. Sr. Almirante Jefe Del Estado Mayor De La Armada,1,Excmo. Sr. Almirante Jefe Del Estado Mayor De La Armada,1,1733
S.E.,1,S.E.,1,1733
C. de Navío don CAMILO MENDEZ VIVES,1,C. de Navío don CAMILO MENDEZ VIVES,1,1733
Auto de Procesamiento,1,Auto de Procesamiento,2,1709; 1733
recurso,1,recurso,2,1732; 1733
artículo 555 del Código de Justicia Militar,1,artículo 555 del Código de Justicia Militar,3,1727; 1732; 1733
22 de Abril de 1.981,1,22 de Abril de 1.981,2,1732; 1733
GENERAL JEFE DEL GABINETE,1,GENERAL JEFE DEL GABINETE,2,1732; 1733
Excmo. Sr. Teniente General Jefe Del Estado Mayor Del Ejército,1,Excmo. Sr. Teniente General Jefe Del Estado Mayor Del Ejército,1,1732
Excmo. Sr. General de División don LUIS TORRES ROJAS,1,Excmo. Sr. General de División don LUIS TORRES ROJAS,1,1732
Excmo. Sr. Teniente General Jefe del Estado Mayor del Ejército,1,Excmo. Sr. Teniente General Jefe del Estado Mayor del Ejército,1,1732
Relatoría De Ejército,1,Relatoría De Ejército,2,1727; 1731
Real Decreto 287/1981,1,Real Decreto 287/1981,4,1728; 1729; 1730; 1731
art.555 del Código de Justicia Militar,1,art.555 del Código de Justicia Militar,1,1731
Capitán de Artillería DON JUAN BATISTA GONZALEZ,1,Capitán de Artillería DON JUAN BATISTA GONZALEZ,1,1731
Consejo Supremo,1,Consejo Supremo,6,1714; 1726; 1727; 1729; 1730; 1731
Instructor de la Causa núm. 2/1981,1,Instructor de la Causa núm. 2/1981,2,1729; 1731
Consejo Reunido En Sala De Justicia,1,Consejo Reunido En Sala De Justicia,1,1730
artº 555 del Código de Justicia Militar,1,artº 555 del Código de Justicia Militar,1,1730
Providencia del día 12 de Mayo de 1.981,1,Providencia del día 12 de Mayo de 1.981,1,1730
Coronel de Ingenieros DON DIEGO IBAÑEZ INGLES,1,Coronel de Ingenieros DON DIEGO IBAÑEZ INGLES,1,1730
Teniente Coronel de Infantería DON PEDRO MAS OLIVER,1,Teniente Coronel de Infantería DON PEDRO MAS OLIVER,1,1730
"Madrid, 12 de Mayo de 1981",1,"Madrid, 12 de Mayo de 1981",1,1730
El Teniente General Presidente,1,El Teniente General Presidente,2,1727; 1729
"El Consejero Togado Juez Especial Designado Por Real Decreto 287/1981, Instructor De La Causa Núm. 2/1981",1,"El Consejero Togado Juez Especial Designado Por Real Decreto 287/1981, Instructor De La Causa Núm. 2/1981",1,1729
Capitán De La Guardia Civil Don Vicente Gomez Iglesias,1,Capitán De La Guardia Civil Don Vicente Gomez Iglesias,1,1729
"Dirección General Del Cuerpo (implícita En Contexto, No Explícita En Texto Visible)",1,"Dirección General Del Cuerpo (implícita En Contexto, No Explícita En Texto Visible)",1,1729
Real Decreto 287/1981 (institución Normativa),1,Real Decreto 287/1981 (institución Normativa),1,1729
Gabinete (del Ministerio De Defensa),1,Gabinete (del Ministerio De Defensa),1,1729
art. 555 del Código de Justicia Militar,1,art. 555 del Código de Justicia Militar,2,1728; 1729
Providencia del día 30 de Junio de 1981,1,Providencia del día 30 de Junio de 1981,1,1729
Auto de procesamiento,1,Auto de procesamiento,2,1728; 1729
Capitán de la Guardia Civil DON VICENTE GOMEZ IGLESIAS,1,Capitán de la Guardia Civil DON VICENTE GOMEZ IGLESIAS,1,1729
El Teniente General Presidente Luis Alvarez Rodríguez,1,El Teniente General Presidente Luis Alvarez Rodríguez,1,1728
Consejero Togado Juez Especial Instructor De La Causa Núm. 2/1981,1,Consejero Togado Juez Especial Instructor De La Causa Núm. 2/1981,1,1728
Relatoria De Ejercito,1,Relatoria De Ejercito,2,1726; 1728
"Real Decreto 287/1981 (mención De Documento Oficial, No Lugar Físico)",1,"Real Decreto 287/1981 (mención De Documento Oficial, No Lugar Físico)",1,1728
Providencia del día 16 de Junio de 1981,1,Providencia del día 16 de Junio de 1981,1,1728
Comandante de Infantería DON JOSE CORTINA PRIETO,1,Comandante de Infantería DON JOSE CORTINA PRIETO,1,1728
recurso interpuesto,1,recurso interpuesto,1,1728
Providencia del día 14 de Abril de 1.981,1,Providencia del día 14 de Abril de 1.981,1,1727
Autos de procesamiento,1,Autos de procesamiento,2,1702; 1727
Excmo. Sr. General de División D. LUIS TORRES ROJAS,1,Excmo. Sr. General de División D. LUIS TORRES ROJAS,1,1727
Capitán de Navío D. CAMILO MENENDEZ VIVES,1,Capitán de Navío D. CAMILO MENENDEZ VIVES,1,1727
La Teniente General Presidente Luis Alvarez Rodriguez,1,La Teniente General Presidente Luis Alvarez Rodriguez,1,1726
Consejero Togado Juez Especial Designado Pro Real Decreto 287/1.981,1,Consejero Togado Juez Especial Designado Pro Real Decreto 287/1.981,1,1726
Artículo 555 del Código de Justicia Militar,1,Artículo 555 del Código de Justicia Militar,1,1726
Providencia del día 9 de Abril de 1.981,1,Providencia del día 9 de Abril de 1.981,1,1726
Teniente General D. JAIME MILANS DEL BOSCH Y USSIA,1,Teniente General D. JAIME MILANS DEL BOSCH Y USSIA,1,1726
General de División D. ALFONSO ARMADA COMYN,1,General de División D. ALFONSO ARMADA COMYN,1,1726
"El Consejero Togado, Juez Especial José María Garcia Escudero",1,"El Consejero Togado, Juez Especial José María Garcia Escudero",1,1725
Mariano Nicolas Garcia,1,Mariano Nicolas Garcia,1,1725
Rafael Allendesalazar Urbina,1,Rafael Allendesalazar Urbina,1,1725
Juzgado Especial,1,Juzgado Especial,5,1720; 1721; 1722; 1724; 1725
Gobernador Civil De Madrid (cargo Con Referencia Geográfica),1,Gobernador Civil De Madrid (cargo Con Referencia Geográfica),1,1725
Gobernador Militar De Madrid (cargo Con Referencia Geográfica),1,Gobernador Militar De Madrid (cargo Con Referencia Geográfica),1,1725
Jurisdicción Central De Marina,1,Jurisdicción Central De Marina,1,1725
JUZGADO ESPECIAL,1,JUZGADO ESPECIAL,3,1720; 1722; 1725
General de División Don ALFONSO ARMADA COMYN,1,General de División Don ALFONSO ARMADA COMYN,1,1725
delito de rebelión Militar,1,delito de rebelión Militar,1,1725
Art. 286 del Código de Justicia Militar,1,Art. 286 del Código de Justicia Militar,1,1725
prisión preventiva,1,prisión preventiva,1,1725
Sr. Fiscal Togado del Consejo Supremo de Justicia Militar,1,Sr. Fiscal Togado del Consejo Supremo de Justicia Militar,1,1725
Letrado D. Ramon Hermosilla Martin,1,Letrado D. Ramon Hermosilla Martin,1,1725
Abogado defensor,1,Abogado defensor,1,1725
Coronel de Ingenieros D. Salvador Escandell Cortés,1,Coronel de Ingenieros D. Salvador Escandell Cortés,1,1725
División Acorazada Brunete Núm. 1,1,División Acorazada Brunete Núm. 1,1,1724
Juzgado,1,Juzgado,1,1724
Causa s/n,1,Causa s/n,3,1720; 1722; 1724
12 (fecha de remisión de interrogatorio),1,12 (fecha de remisión de interrogatorio),1,1724
Exmo. Sr. General de División Jefe de la División Acorazada Brunete núm. 1,1,Exmo. Sr. General de División Jefe de la División Acorazada Brunete núm. 1,1,1724
Letrado Don Ramón Hermosilla Martín,1,Letrado Don Ramón Hermosilla Martín,1,1724
General de División Exmo. Sr. Don Alfonso Armada Comyn,1,General de División Exmo. Sr. Don Alfonso Armada Comyn,1,1724
Coronel Don Sergio Gallego Ronquillo,1,Coronel Don Sergio Gallego Ronquillo,1,1723
Teniente Coronel Don Andrés Cassinello Pérez,1,Teniente Coronel Don Andrés Cassinello Pérez,1,1723
Comandante Vidal Frances,1,Comandante Vidal Frances,1,1723
Comandante Rodríguez Solano,1,Comandante Rodríguez Solano,1,1723
Capitán Alemán,1,Capitán Alemán,1,1723
Coronel Quintero,1,Coronel Quintero,1,1723
Teniente Coronel Polavieja,1,Teniente Coronel Polavieja,1,1723
Coronel Mateo,1,Coronel Mateo,1,1723
Toledo,1,Toledo,1,1723
Cafetería Galaxia,1,Cafetería Galaxia,1,1723
Moncloa (sede Del Gobierno),1,Moncloa (sede Del Gobierno),1,1723
Domicilio Del Coronel Quintero (mencionado Pero Sin Dirección Específica),1,Domicilio Del Coronel Quintero (mencionado Pero Sin Dirección Específica),1,1723
Despacho Del Comandante De La P.a. En Badajoz,1,Despacho Del Comandante De La P.a. En Badajoz,1,1723
Badajoz,1,Badajoz,1,1723
Regimiento Alcázar De Toledo,1,Regimiento Alcázar De Toledo,1,1723
Cir Nº 2,1,Cir Nº 2,1,1723
Vitoria,1,Vitoria,1,1723
16 de noviembre,1,16 de noviembre,1,1723
coronel de la Guardia Civil,1,coronel de la Guardia Civil,1,1723
Don Sergio Gallego Ronquillo,1,Don Sergio Gallego Ronquillo,1,1723
teniente coronel de Infantería S.E.M.,1,teniente coronel de Infantería S.E.M.,1,1723
Don Andrés Cassinello Pérez,1,Don Andrés Cassinello Pérez,1,1723
Estado Mayor de la Dirección General de la Guardia Civil,1,Estado Mayor de la Dirección General de la Guardia Civil,1,1723
teniente coronel,1,teniente coronel,1,1723
Don Antonio Tejero Molina,1,Don Antonio Tejero Molina,1,1723
10 de noviembre,1,10 de noviembre,1,1723
"El Consejero Togado, Juez Especial, José Maria Garcia Escudero",1,"El Consejero Togado, Juez Especial, José Maria Garcia Escudero",1,1722
"Exmo. Sr. Teniente General Presidente De La Junta De Jefes Del E.m., D. Ignacio Alfaro Arregui",1,"Exmo. Sr. Teniente General Presidente De La Junta De Jefes Del E.m., D. Ignacio Alfaro Arregui",1,1722
Junta De Jefes Del E.m.,1,Junta De Jefes Del E.m.,1,1722
"Direccion General Del Cuerpo (implícito En La Defensa Mencionada, No Aparece En El Texto)",1,"Direccion General Del Cuerpo (implícito En La Defensa Mencionada, No Aparece En El Texto)",1,1722
(note,1,(note,1,1722
23 y 24 de febrero,1,23 y 24 de febrero,2,1720; 1722
trece del corriente,1,trece del corriente,1,1722
Exmo. Sr. Teniente General Presidente de la Junta de Jefes del E.M.,1,Exmo. Sr. Teniente General Presidente de la Junta de Jefes del E.M.,1,1722
Ignacio Alfaro Arregui,1,Ignacio Alfaro Arregui,1,1722
Capitán de Navio,1,Capitán de Navio,1,1722
Camilo Menendez Vives,1,Camilo Menendez Vives,1,1722
Letrado,1,Letrado,1,1722
Francisco Leina García,1,Francisco Leina García,1,1721
Dirección De La Seguridad Del Estado,1,Dirección De La Seguridad Del Estado,2,1695; 1721
Primera Instancia Ante El Consejo Supremo De Justicia Militar,1,Primera Instancia Ante El Consejo Supremo De Justicia Militar,1,1721
P L A Z A,1,P L A Z A,1,1721
José Antonio Saenz de Santa María y Tinturé,1,José Antonio Saenz de Santa María y Tinturé,1,1721
Inspector General del Cuerpo de Policía Nacional,1,Inspector General del Cuerpo de Policía Nacional,1,1721
Director General de la Guardia Civil,1,Director General de la Guardia Civil,2,1719; 1721
Director de la Seguridad del Estado,1,Director de la Seguridad del Estado,1,1721
Causa nº 1/81,1,Causa nº 1/81,1,1721
Primera Instancia,1,Primera Instancia,1,1721
"El Consejero Togado, Juez Especial José Mª García-escudero",1,"El Consejero Togado, Juez Especial José Mª García-escudero",1,1720
V.e. (excelentísimo Señor Ministro De Defensa),1,V.e. (excelentísimo Señor Ministro De Defensa),1,1720
Excelentisimo Señor Ministro De Defensa,1,Excelentisimo Señor Ministro De Defensa,1,1720
4 del corriente,1,4 del corriente,1,1720
Tte. General Jefe del Estado Mayor del Ejército,1,Tte. General Jefe del Estado Mayor del Ejército,1,1720
5 de Marzo de 1.981,1,5 de Marzo de 1.981,1,1720
EL CONSEJERO TOGADO,1,EL CONSEJERO TOGADO,1,1720
El General Director - Ramón Fernández Sequeiros,1,El General Director - Ramón Fernández Sequeiros,1,1719
"Bon Julio Vázquez Cacinero, Secretario",1,"Bon Julio Vázquez Cacinero, Secretario",1,1719
"El Sargento, Secretario",1,"El Sargento, Secretario",1,1719
"V.e. (usted Equivalente), Ilmo. Sr. Director General De La Guardia Civil",1,"V.e. (usted Equivalente), Ilmo. Sr. Director General De La Guardia Civil",1,1719
El Señor Ministro,1,El Señor Ministro,1,1719
S.e. (sin Más Especificación),1,S.e. (sin Más Especificación),1,1719
Francisco Loustau Ferrán,1,Francisco Loustau Ferrán,1,1719
Excho. Sr. General Director Del Gabinete Tecnico Del Ministerio,1,Excho. Sr. General Director Del Gabinete Tecnico Del Ministerio,1,1719
Caja De Ahorros De Madrid,1,Caja De Ahorros De Madrid,1,1719
La Guardia Civil,1,La Guardia Civil,1,1719
Capital De La Guardia Civil,1,Capital De La Guardia Civil,1,1719
Asesoria Juridica General,1,Asesoria Juridica General,1,1719
"Dirección General Del Cuerpo (mencionada Indirectamente Como ""guardiacivil"")",1,"Dirección General Del Cuerpo (mencionada Indirectamente Como ""guardiacivil"")",1,1719
Ministro,1,Ministro,2,1694; 1719
Asesoría Jurídica General,1,Asesoría Jurídica General,1,1719
General Director,1,General Director,1,1719
Ramón Fernández Sequeiros,1,Ramón Fernández Sequeiros,1,1719
Julio Vázquez Cacinero,1,Julio Vázquez Cacinero,1,1719
Secretario,1,Secretario,1,1719
General Director de la Caja de Ahorros de Madrid,1,General Director de la Caja de Ahorros de Madrid,1,1719
Secretario General de la Caja de Ahorros de Madrid,1,Secretario General de la Caja de Ahorros de Madrid,1,1719
El Director General,1,El Director General,2,1709; 1718
El Coronel Jefe De La Seccion,1,El Coronel Jefe De La Seccion,1,1718
Coronel Juez Del Juzgado Militar Especial De La 1ª Region Militar (gobierno Militar),1,Coronel Juez Del Juzgado Militar Especial De La 1ª Region Militar (gobierno Militar),1,1718
Juzgado Militar Especial De La 1ª Region Militar (gobierno Militar),1,Juzgado Militar Especial De La 1ª Region Militar (gobierno Militar),1,1718
Dirección General de la Guardia Civil,1,Dirección General de la Guardia Civil,1,1718
TELEGRAMA POSTAL,1,TELEGRAMA POSTAL,1,1718
Sección de Justicia,1,Sección de Justicia,1,1718
Número 3.501,1,Número 3.501,1,1718
"Madrid, 25 de Junio de 1981",1,"Madrid, 25 de Junio de 1981",1,1718
EL DIRECTOR GENERAL,1,EL DIRECTOR GENERAL,1,1718
CORONEL JUEZ DEL JUZGADO MILITAR ESPECIAL DE LA 1ª REGION MILITAR,1,CORONEL JUEZ DEL JUZGADO MILITAR ESPECIAL DE LA 1ª REGION MILITAR,1,1718
Gobierno Militar,1,Gobierno Militar,2,1694; 1718
Causa número 94/81,1,Causa número 94/81,1,1718
Hoja de Servicios,1,Hoja de Servicios,1,1718
"El General De Division Director General, José Aramburu Topete",1,"El General De Division Director General, José Aramburu Topete",1,1717
"Señor Don Sergio Gallego Ronquillo, Coronel Juez Eventual",1,"Señor Don Sergio Gallego Ronquillo, Coronel Juez Eventual",1,1717
"Capitán Don Gil Sanchez Valiente Portillo, 543ª Comandancia (san Sebastián)",1,"Capitán Don Gil Sanchez Valiente Portillo, 543ª Comandancia (san Sebastián)",1,1717
El Jefe Que Suscribe,1,El Jefe Que Suscribe,1,1717
"Excmo.señor General De División, Director General Del Cuerpo",1,"Excmo.señor General De División, Director General Del Cuerpo",1,1717
Teniente Coronel Primer Jefe De La Comandancia De San Sebastián,1,Teniente Coronel Primer Jefe De La Comandancia De San Sebastián,1,1717
Director General De La Seguridad Del Estado,1,Director General De La Seguridad Del Estado,1,1717
El Comandante 2º Jefe,1,El Comandante 2º Jefe,1,1717
Fdo.,1,Fdo.,1,1717
Seccion De Justicia,1,Seccion De Justicia,1,1717
Centro De Adiestramientos Especiales,1,Centro De Adiestramientos Especiales,1,1717
543ª Comandancia (san Sebastián),1,543ª Comandancia (san Sebastián),1,1717
Región (refiriéndose A La Región Del Capitán General),1,Región (refiriéndose A La Región Del Capitán General),1,1717
Centro De Adiestramientos Especiales (c.a.e.),1,Centro De Adiestramientos Especiales (c.a.e.),1,1717
San Sebastián,1,San Sebastián,1,1717
Provincias Vascongadas,1,Provincias Vascongadas,1,1717
SECCION DE JUSTICIA,1,SECCION DE JUSTICIA,1,1717
Comandante 2º Jefe del Centro de Adiestramientos Especiales,1,Comandante 2º Jefe del Centro de Adiestramientos Especiales,1,1717
abandono de destino o residencia,1,abandono de destino o residencia,1,1717
Capitán DON GIL SANCHEZ VALIENTE PORTILLO,1,Capitán DON GIL SANCHEZ VALIENTE PORTILLO,1,1717
543ª Comandancia (San Sebastián),1,543ª Comandancia (San Sebastián),1,1717
Congreso de los Diputados,1,Congreso de los Diputados,1,1717
Juez Eventual,1,Juez Eventual,1,1717
primeras diligencias,1,primeras diligencias,1,1717
artículo 137 del Código de Justicia Militar,1,artículo 137 del Código de Justicia Militar,1,1717
Digcesid,1,Digcesid,1,1716
Subdef,1,Subdef,1,1716
Bt,1,Bt,1,1716
Gral. ---sanchez Del Río,1,Gral. ---sanchez Del Río,1,1716
General De División Armada,1,General De División Armada,1,1716
Consejero Togado Durat,1,Consejero Togado Durat,1,1716
